AF.01.1109,Shighnan District__Shighnan District
AO.15.2243355,Bungo__Bungo
AO.19.2243420,Bula Atumba__Bula Atumba
AO.15.2243441,Buengas__Buengas
AO.03.2243457,Buco Zau__Buco Zau
AO.05.2243535,Bolongongo__Bolongongo
AO.15.2243631,Municipio Bembe__Município Bembe
AO.15.2243632,Bembe__Bembe
AO.03.2243645,Belize__Belize
AO.05.2243811,Banga__Banga
AO.15.2243908,Ambuila Municipality__Ambuila Municipality
AO.19.2243911,Ambriz__Ambriz
AO.05.2243916,Ambaca__Ambaca
AO.15.2243921,Cangola__Cangola
AO.06.3345496,Cela__Cela
AO.13.3345516,Virei__Virei
AO.08.3345667,Ucuma__Ucuma
AO.13.3345788,Tombwa__Tômbwa
AO.08.3345909,Chinjenje__Chinjenje
AO.08.3345923,Chicala Cholohanga__Chicala Cholohanga
AO.06.3346014,Sumbe__Sumbe
AO.06.3346113,Seles__Seles
AO.12.3346489,Quirima__Quirima
AO.09.3346496,Quipungo__Quipungo
AO.09.3346556,Quilengues__Quilengues
AO.06.3346558,Quilenda__Quilenda
AO.06.3346597,Quibala__Quibala
AO.06.3346659,Porto Amboim__Porto Amboim
AO.07.3346850,Ombadja__Ombadja
AO.02.3346941,Nharea__Nharea
AO.04.3347005,Nancova__Nancova
AO.13.3347017,Namibe__Namibe
AO.07.3347028,Namacunde__Namacunde
AO.06.3347070,Mussende__Mussende
AO.08.3347110,Mungo__Mungo
AO.04.3347352,Menongue__Menongue
AO.09.3347423,Matala__Matala
AO.12.3347614,Luquembo__Luquembo
AO.14.3347741,Luchazes__Luchazes
AO.09.3347760,Lubango__Lubango
AO.08.3347852,Longonjo__Longonjo
AO.08.3347879,Londuimbali__Londuimbali
AO.01.3347937,Lobito__Lobito
AO.06.3347989,Libolo__Libolo
AO.09.3348075,Cuvango__Cuvango
AO.02.3348077,Cuito__Cuito
AO.08.3348093,Cachiungo__Cachiungo
AO.09.3348165,Jamba__Jamba
AO.09.3348286,Humpata__Humpata
AO.08.3348311,Huambo__Huambo
AO.01.3348578,Ganda__Ganda
AO.08.3348773,Ecunha__Ecunha
AO.06.3348792,Ebo__Ebo
AO.07.3348986,Cuvelai__Cuvelai
AO.07.3349045,Curoca__Curoca
AO.02.3349078,Cunhinga__Cunhinga
AO.04.3349148,Cuito Cuanavale__Cuito Cuanavale
AO.02.3349179,Cuemba__Cuemba
AO.04.3349195,Cuchi__Cuchi
AO.01.3349225,Cubal__Cubal
AO.07.3349237,Cuanhama__Cuanhama
AO.04.3349243,Cuangar__Cuangar
AO.06.3349321,Conda__Conda
AO.01.3349404,Chongoroi__Chongoroi
AO.02.3349514,Chitembo__Chitembo
AO.09.3349647,Chipindo__Chipindo
AO.02.3349722,Chinguar__Chinguar
AO.09.3349949,Chicomba__Chicomba
AO.09.3349996,Chibia__Chibia
AO.09.3350009,Gambos__Gambos
AO.02.3350370,Catabola__Catabola
AO.06.3350385,Cassongue__Cassongue
AO.12.3350771,Cangandala__Cangandala
AO.12.3350916,Cambundi-Catembo__Cambundi-Catembo
AO.02.3351012,Municipio Camacupa__Município Camacupa
AO.02.3351013,Camacupa__Camacupa
AO.13.3351015,Camucuio__Camucuio
AO.09.3351021,Caluquembe__Caluquembe
AO.04.3351214,Calai__Calai
AO.01.3351267,Caimbambo__Caimbambo
AO.07.3351306,Cahama__Cahama
AO.09.3351379,Caconda__Caconda
AO.18.3351386,Cacolo__Cacolo
AO.08.3351497,Caala__Caála
AO.01.3351597,Bocoio__Bocoio
AO.13.3351646,Bibala__Bibala
AO.01.3351661,Benguela__Benguela
AO.01.3351758,Municipio Balombo__Município Balombo
AO.08.3351782,Bailundo__Bailundo
AO.01.3351785,Baia Farta__Baía Farta
AO.02.3351882,Andulo__Andulo
AO.06.3351905,Amboim__Amboim
AO.02.9212598,Barkeol__Barkeol
AO.20.10401828,Municipio Cazenga__Município Cazenga
AO.12.10402309,Kiwaba Nzoji__Kiwaba Nzoji
AO.01.10440258,Catumbela__Catumbela
AO.20.10440865,Belas__Belas
AO.09.10449850,Cacula__Cacula
AO.05.10450082,Samba Caju__Samba Cajú
AR.01.06882,Partido de Zarate__Partido de Zárate
AR.08.30113,Departamento de Villaguay__Departamento de Villaguay
AR.01.06861,Partido de Vicente Lopez__Partido de Vicente López
AR.03.22168,Veinticinco de Mayo__Veinticinco de Mayo
AR.14.54119,Departamento de Veinticinco de Mayo__Departamento de Veinticinco de Mayo
AR.08.30098,Departamento de Uruguay__Departamento de Uruguay
AR.01.06840,Partido de Tres de Febrero__Partido de Tres de Febrero
AR.01.06812,Partido de Tordillo__Partido de Tordillo
AR.01.06805,Partido de Tigre__Partido de Tigre
AR.03.22161,Departamento de Tapenaga__Departamento de Tapenagá
AR.01.06791,Partido de Tandil__Partido de Tandil
AR.08.30091,Departamento de Tala__Departamento de Tala
AR.01.06784,Partido de Suipacha__Partido de Suipacha
AR.06.18175,Departamento de Sauce__Departamento de Sauce
AR.03.22154,Departamento de Sargento Cabral__Departamento de Sargento Cabral
AR.01.06778,Partido de San Vicente__Partido de San Vicente
AR.06.18168,Departamento de Santo Tome__Departamento de Santo Tomé
AR.06.18161,Departamento de San Roque__Departamento de San Roque
AR.01.06770,Partido de San Pedro__Partido de San Pedro
AR.14.54112,Departamento de San Pedro__Departamento de San Pedro
AR.06.18154,Departamento de San Miguel__Departamento de San Miguel
AR.06.18147,Departamento de San Martin__Departamento de San Martín
AR.06.18140,Departamento de San Luis del Palmar__Departamento de San Luis del Palmar
AR.21.82098,Departamento de San Javier__Departamento de San Javier
AR.14.54105,Departamento de San Javier__Departamento de San Javier
AR.01.06756,Partido de San Isidro__Partido de San Isidro
AR.14.54098,Departamento de San Ignacio__Departamento de San Ignacio
AR.01.06749,Partido de San Fernando__Partido de San Fernando
AR.03.22140,Departamento de San Fernando__Departamento de San Fernando
AR.06.18133,Departamento de San Cosme__Departamento de San Cosme
AR.01.06742,Partido de San Cayetano__Partido de San Cayetano
AR.01.06735,San Antonio de Areco__San Antonio de Areco
AR.01.06728,Partido de San Andres de Giles__Partido de San Andrés de Giles
AR.01.06707,Partido de Saladillo__Partido de Saladillo
AR.06.18126,Departamento de Saladas__Departamento de Saladas
AR.01.06693,Partido de Roque Perez__Partido de Roque Pérez
AR.01.06672,Partido de Rauch__Partido de Rauch
AR.01.06658,Partido de Quilmes__Partido de Quilmes
AR.03.22126,Departamento del Primero de Mayo__Departamento del Primero de Mayo
AR.03.22119,Departamento de Presidencia de la Plaza__Departamento de Presidencia de la Plaza
AR.09.34056,Departamento de Pirane__Departamento de Pirané
AR.09.34049,Departamento de Pilcomayo__Departamento de Pilcomayo
AR.01.06638,Partido de Pilar__Partido de Pilar
AR.09.34042,Departamento de Pilagas__Departamento de Pilagás
AR.01.06630,Partido de Pila__Partido de Pila
AR.09.34035,Departamento de Patino__Departamento de Patiño
AR.06.18119,Departamento de Paso de los Libres__Departamento de Paso de los Libres
AR.08.30084,Departamento de Parana__Departamento de Paraná
AR.14.54091,Departamento de Obera__Departamento de Oberá
AR.08.30077,Departamento de Nogoya__Departamento de Nogoyá
AR.01.06581,Partido de Necochea__Partido de Necochea
AR.01.06574,Partido de Navarro__Partido de Navarro
AR.01.06568,Partido de Moron__Partido de Morón
AR.01.06560,Partido de Moreno__Partido de Moreno
AR.06.18112,Departamento de Monte Caseros__Departamento de Monte Caseros
AR.14.54084,Departamento de Montecarlo__Departamento de Montecarlo
AR.01.06547,Partido de Monte__Partido de Monte
AR.01.06539,Partido de Merlo__Partido de Merlo
AR.01.06532,Partido de Mercedes__Partido de Mercedes
AR.06.18105,Departamento de Mercedes__Departamento de Mercedes
AR.06.18098,Departamento de Mburucuya__Departamento de Mburucuyá
AR.01.06427,Partido de La Matanza__Partido de La Matanza
AR.01.06648,Partido de Presidente Peron__Partido de Presidente Perón
AR.01.06644,Partido de Pinamar__Partido de Pinamar
AR.01.06525,Partido de Marcos Paz__Partido de Marcos Paz
AR.01.06518,Partido de Mar Chiquita__Partido de Mar Chiquita
AR.01.06511,Partido de Maipu__Partido de Maipú
AR.01.06505,Partido de Magdalena__Partido de Magdalena
AR.01.06497,Partido de Lujan__Partido de Luján
AR.01.06490,Partido de Lomas de Zamora__Partido de Lomas de Zamora
AR.01.06483,Partido de Lobos__Partido de Lobos
AR.01.06476,Partido de Loberia__Partido de Lobería
AR.03.22084,Departamento de Libertador General San Martin__Departamento de Libertador General San Martín
AR.14.54077,Departamento de Libertador General San Martin__Departamento de Libertador General San Martín
AR.03.22077,Departamento de Libertad__Departamento de Libertad
AR.14.54070,Departamento de Leandro N. Alem__Departamento de Leandro N. Alem
AR.06.18091,Departamento de Lavalle__Departamento de Lavalle
AR.01.06455,Partido de Las Flores__Partido de Las Flores
AR.01.06441,Partido de La Plata__Partido de La Plata
AR.08.30070,Departamento de La Paz__Departamento de La Paz
AR.01.06434,Partido de Lanus__Partido de Lanús
AR.09.34021,Departamento de Laishi__Departamento de Laishí
AR.01.06084,Partido de Benito Juarez__Partido de Benito Juárez
AR.01.06412,Partido de Jose C. Paz__Partido de José C. Paz
AR.06.18084,Departamento de Ituzaingo__Departamento de Ituzaingó
AR.06.18077,Departamento de Itati__Departamento de Itatí
AR.01.06655,Partido de Punta Indio__Partido de Punta Indio
AR.14.54063,Departamento de Iguazu__Departamento de Iguazú
AR.14.54056,Departamento de Guarani__Departamento de Guaraní
AR.08.30056,Departamento de Gualeguaychu__Departamento de Gualeguaychú
AR.08.30049,Departamento de Gualeguay__Departamento de Gualeguay
AR.06.18070,Departamento de Goya__Departamento de Goya
AR.01.06371,Partido de General San Martin__Partido de General San Martín
AR.01.06364,Partido de General Rodriguez__Partido de General Rodríguez
AR.01.06357,Partido de General Pueyrredon__Partido de General Pueyrredón
AR.01.06343,Partido de General Paz__Partido de General Paz
AR.06.18063,Departamento de General Paz__Departamento de General Paz
AR.21.82049,General Obligado Department__General Obligado Department
AR.14.54049,Departamento de General Manuel Belgrano__Departamento de General Manuel Belgrano
AR.01.06336,Partido de General Lavalle__Partido de General Lavalle
AR.01.06329,Partido de General Las Heras__Partido de General Las Heras
AR.01.06315,Partido de General Madariaga__Partido de General Madariaga
AR.01.06308,Partido de General Guido__Partido de General Guido
AR.03.22056,Departamento de General Donovan__Departamento de General Donovan
AR.01.06301,Partido de General Belgrano__Partido de General Belgrano
AR.06.18056,Departamento de General Alvear__Departamento de General Alvear
AR.01.06280,Partido de General Alvarado__Partido de General Alvarado
AR.09.34014,Departamento de Formosa__Departamento de Formosa
AR.01.06274,Partido de Florencio Varela__Partido de Florencio Varela
AR.08.30042,Departamento de Feliciano__Departamento de Feliciano
AR.08.30028,Departamento de Federacion__Departamento de Federación
AR.01.06266,Partido de Exaltacion de la Cruz__Partido de Exaltación de la Cruz
AR.01.06260,Partido de Esteban Echeverria__Partido de Esteban Echeverría
AR.06.18049,Departamento de Esquina__Departamento de Esquina
AR.01.06252,Partido de Escobar__Partido de Escobar
AR.01.06245,Partido de Ensenada__Partido de Ensenada
AR.06.18042,Departamento de Empedrado__Departamento de Empedrado
AR.14.54042,Departamento de Eldorado__Departamento de Eldorado
AR.01.06238,Partido de Dolores__Partido de Dolores
AR.06.18035,Departamento de Curuzu Cuatia__Departamento de Curuzú Cuatiá
AR.08.30015,Departamento de Concordia__Departamento de Concordia
AR.06.18028,Departamento de Concepcion__Departamento de Concepción
AR.14.54035,Departamento de Concepcion de la Sierra__Departamento de Concepción de la Sierra
AR.08.30008,Departamento de Colon__Departamento de Colón
AR.01.06224,Partido de Chivilcoy__Partido de Chivilcoy
AR.01.06218,Partido de Chascomus__Partido de Chascomús
AR.01.06168,Partido de Castelli__Partido de Castelli
AR.01.06161,Partido de Carmen de Areco__Partido de Carmen de Areco
AR.01.06140,Partido de Capitan Sarmiento__Partido de Capitán Sarmiento
AR.06.18021,Departamento de Capital__Departamento de Capital
AR.14.54028,Departamento de Capital__Departamento de Capital
AR.01.06134,Partido de Canuelas__Partido de Canuelas
AR.14.54021,Departamento de Candelaria__Departamento de Candelaria
AR.01.06126,Partido de Campana__Partido de Campana
AR.14.54014,Departamento de Cainguas__Departamento de Cainguás
AR.01.06119,Partido de Brandsen__Partido de Brandsen
AR.06.18014,Departamento de Beron de Astrada__Departamento de Berón de Astrada
AR.03.22014,Departamento de Bermejo__Departamento de Bermejo
AR.01.06098,Partido de Berisso__Partido de Berisso
AR.01.06091,Partido de Berazategui__Partido de Berazategui
AR.06.18007,Departamento de Bella Vista__Departamento de Bella Vista
AR.01.06077,Partido de Arrecifes__Partido de Arrecifes
AR.01.06070,Partido de Baradero__Partido de Baradero
AR.01.06063,Partido de Balcarce__Partido de Balcarce
AR.01.06049,Partido de Azul__Partido de Azul
AR.01.06042,Partido de Ayacucho__Partido de Ayacucho
AR.01.06035,Partido de Avellaneda__Partido de Avellaneda
AR.14.54007,Departamento de Apostoles__Departamento de Apóstoles
AR.01.06028,Partido de Almirante Brown__Partido de Almirante Brown
AR.18.70133,Departamento de Zonda__Departamento de Zonda
AR.15.58112,Departamento de Zapala__Departamento de Zapala
AR.10.38112,Departamento de Yavi__Departamento de Yaví
AR.01.06875,Partido de Villarino__Partido de Villarino
AR.08.30105,Departamento de Victoria__Departamento de Victoria
AR.21.82133,Departamento de Vera__Departamento de Vera
AR.12.46056,Departamento de General Angel Penaloza__Departamento de General Angel Peñaloza
AR.01.06854,Partido de Veinticinco de Mayo__Partido de Veinticinco de Mayo
AR.16.62091,Departamento de Veinticinco de Mayo__Departamento de Veinticinco de Mayo
AR.18.70126,Departamento de Veinticinco de Mayo__Departamento de Veinticinco de Mayo
AR.02.10112,Departamento de Valle Viejo__Departamento de Valle Viejo
AR.10.38105,Departamento de Valle Grande__Departamento de Valle Grande
AR.18.70119,Departamento de Valle Fertil__Departamento de Valle Fértil
AR.16.62084,Departamento de Valcheta__Departamento de Valcheta
AR.11.42154,Departamento de Utracan__Departamento de Utracán
AR.23.94014,Departamento de Ushuaia__Departamento de Ushuaia
AR.05.14182,Departamento de Union__Departamento de Unión
AR.18.70112,Departamento de Ullum__Departamento de Ullúm
AR.13.50126,Departamento de Tupungato__Departamento de Tupungato
AR.13.50119,Departamento de Tunuyan__Departamento de Tunuyán
AR.10.38098,Departamento de Tumbaya__Departamento de Tumbaya
AR.05.14175,Departamento de Tulumba__Departamento de Tulumba
AR.01.06833,Partido de Tres Arroyos__Partido de Tres Arroyos
AR.01.06826,Partido de Trenque Lauquen__Partido de Trenque Lauquen
AR.11.42147,Departamento de Trenel__Departamento de Trenel
AR.24.90112,Departamento de Trancas__Departamento de Trancas
AR.05.14168,Departamento de Totoral__Departamento de Totoral
AR.01.06819,Partido de Tornquist__Partido de Tornquist
AR.11.42140,Departamento de Toay__Departamento de Toay
AR.02.10105,Departamento de Tinogasta__Departamento de Tinogasta
AR.10.38094,Departamento de Tilcara__Departamento de Tilcara
AR.05.14161,Departamento de Tercero Arriba__Departamento de Tercero Arriba
AR.04.26105,Departamento de Telsen__Departamento de Telsen
AR.04.26098,Departamento de Tehuelches__Departamento de Tehuelches
AR.01.06798,Partido de Tapalque__Partido de Tapalqué
AR.10.38084,Departamento de Susques__Departamento de Susques
AR.05.14154,Departamento de Sobremonte__Departamento de Sobremonte
AR.22.86189,Departamento de Silipica__Departamento de Silípica
AR.04.26091,Departamento de Sarmiento__Departamento de Sarmiento
AR.18.70105,Departamento de Sarmiento__Departamento de Sarmiento
AR.22.86182,Departamento de Sarmiento__Departamento de Sarmiento
AR.17.66161,Departamento de Santa Victoria__Departamento de Santa Victoria
AR.13.50112,Departamento de Santa Rosa__Departamento de Santa Rosa
AR.02.10098,Departamento de Santa Rosa__Departamento de Santa Rosa
AR.05.14147,Departamento de Santa Maria__Departamento de Santa María
AR.02.10091,Departamento de Santa Maria__Departamento de Santa María
AR.18.70098,Departamento de Santa Lucia__Departamento de Santa Lucía
AR.10.38077,Departamento de Santa Catalina__Departamento de Santa Catalina
AR.10.38070,Departamento de Santa Barbara__Departamento de Santa Bárbara
AR.23.94007,Departamento de Rio Grande__Departamento de Río Grande
AR.13.50105,Departamento de San Rafael__Departamento de San Rafael
AR.10.38063,Departamento de San Pedro__Departamento de San Pedro
AR.01.06763,Partido de San Nicolas__Partido de San Nicolás
AR.13.50098,Departamento de San Martin__Departamento de San Martín
AR.19.74063,Departamento de Libertador General San Martin__Departamento de Libertador General San Martín
AR.21.82126,Departamento de San Martin__Departamento de San Martín
AR.18.70091,Departamento de San Martin__Departamento de San Martín
AR.22.86175,Departamento de San Martin__Departamento de San Martín
AR.03.22147,Departamento de San Lorenzo__Departamento de San Lorenzo
AR.21.82119,Departamento de San Lorenzo__Departamento de San Lorenzo
AR.05.14140,Departamento de San Justo__Departamento de San Justo
AR.21.82112,Departamento de San Justo__Departamento de San Justo
AR.21.82105,San Jeronimo Department__San Jerónimo Department
AR.05.14133,Departamento de San Javier__Departamento de San Javier
AR.21.82091,Departamento de San Cristobal__Departamento de San Cristóbal
AR.13.50091,Departamento de San Carlos__Departamento de San Carlos
AR.17.66154,Departamento de San Carlos__Departamento de San Carlos
AR.12.46119,Departamento de San Blas de los Sauces__Departamento de San Blas de los Sauces
AR.16.62077,Departamento de San Antonio__Departamento de San Antonio
AR.10.38056,Departamento de San Antonio__Departamento de San Antonio
AR.05.14126,Departamento de San Alberto__Departamento de San Alberto
AR.12.46126,Departamento de Sanagasta__Departamento de Sanagasta
AR.01.06714,Partido de Salto__Partido de Salto
AR.01.06721,Partido de Salliquelo__Partido de Salliqueló
AR.22.86168,Departamento de Salavina__Departamento de Salavina
AR.01.06700,Partido de Saavedra__Partido de Saavedra
AR.17.66147,Departamento de Rosario de Lerma__Departamento de Rosario de Lerma
AR.17.66140,Departamento de Rosario de la Frontera__Departamento de Rosario de la Frontera
AR.21.82084,Rosario Department__Rosario Department
AR.01.06686,Partido de Rojas__Partido de Rojas
AR.22.86161,Departamento de Robles__Departamento de Robles
AR.01.06679,Partido de Rivadavia__Partido de Rivadavia
AR.12.46070,Departamento de General Juan F. Quiroga__Departamento de General Juan F. Quiroga
AR.18.70084,Departamento de Rivadavia__Departamento de Rivadavia
AR.13.50084,Departamento de Rivadavia__Departamento de Rivadavia
AR.22.86154,Departamento de Rivadavia__Departamento de Rivadavia
AR.17.66133,Departamento de Rivadavia__Departamento de Rivadavia
AR.04.26084,Departamento de Rio Senguerr__Departamento de Río Senguerr
AR.05.14119,Departamento de Rio Segundo__Departamento de Río Segundo
AR.05.14112,Departamento de Rio Seco__Departamento de Río Seco
AR.05.14105,Departamento de Rio Primero__Departamento de Río Primero
AR.22.86147,Departamento de Rio Hondo__Departamento de Río Hondo
AR.05.14098,Departamento de Rio Cuarto__Departamento de Río Cuarto
AR.20.78049,Departamento de Rio Chico__Departamento de Río Chico
AR.24.90077,Departamento de Rio Chico__Departamento de Río Chico
AR.10.38049,Departamento de Rinconada__Departamento de Rinconada
AR.11.42133,Departamento de Realico__Departamento de Realicó
AR.04.26077,Departamento de Rawson__Departamento de Rawson
AR.18.70077,Departamento de Rawson__Departamento de Rawson
AR.11.42126,Departamento de Rancul__Departamento de Rancul
AR.09.34063,Departamento de Ramon Lista__Departamento de Ramón Lista
AR.01.06665,Partido de Ramallo__Partido de Ramallo
AR.03.22133,Departamento de Quitilipi__Departamento de Quitilipi
AR.11.42119,Departamento de Quemu Quemu__Departamento de Quemú Quemú
AR.22.86140,Departamento de Quebrachos__Departamento de Quebrachos
AR.05.14091,Departamento de Punilla__Departamento de Punilla
AR.11.42112,Departamento de Puelen__Departamento de Puelén
AR.01.06651,Partido de Puan__Partido de Puan
AR.19.74021,Coronel Pringles__Coronel Pringles
AR.05.14084,Departamento de Presidente Roque Saenz Pena__Departamento de Presidente Roque Sáenz Peña
AR.02.10084,Departamento de Poman__Departamento de Pomán
AR.18.70070,Departamento de Pocito__Departamento de Pocito
AR.05.14077,Departamento de Pocho__Departamento de Pocho
AR.16.62070,Departamento de Pilcaniyeu__Departamento de Pilcaniyeu
AR.15.58098,Departamento de Picun Leufu__Departamento de Picún Leufú
AR.15.58105,Departamento de Picunches__Departamento de Picunches
AR.16.62063,Departamento de Pichi Mahuida__Departamento de Pichi Mahuida
AR.01.06623,Partido de Pergamino__Partido de Pergamino
AR.01.06616,Partido de Pellegrini__Partido de Pellegrini
AR.22.86133,Departamento de Pellegrini__Departamento de Pellegrini
AR.15.58091,Departamento de Pehuenches__Departamento de Pehuenches
AR.01.06609,Partido de Pehuajo__Partido de Pehuajó
AR.01.06602,Partido de Patagones__Partido de Patagones
AR.04.26070,Departamento de Paso de Indios__Departamento de Paso de Indios
AR.02.10077,Departamento de Paclin__Departamento de Paclín
AR.17.66126,Departamento de Oran__Departamento de Orán
AR.01.06595,Partido de Olavarria__Partido de Olavarría
AR.22.86126,Departamento de Ojo de Agua__Departamento de Ojo de Agua
AR.03.22112,Departamento de O'Higgins__Departamento de O’Higgins
AR.01.06588,Partido de Nueve de Julio__Partido de Nueve de Julio
AR.03.22105,Departamento de Nueve de Julio__Departamento de Nueve de Julio
AR.16.62049,Departamento de Nueve de Julio__Departamento de Nueve de Julio
AR.18.70063,Departamento de Nueve de Julio__Departamento de Nueve de Julio
AR.21.82077,Departamento de Nueve de Julio__Departamento de Nueve de Julio
AR.16.62056,Departamento de Norquinco__Departamento de Ñorquincó
AR.15.58084,Departamento de Norquin__Departamento de Ñorquín
AR.22.86119,Departamento de Moreno__Departamento de Moreno
AR.24.90070,Departamento de Monteros__Departamento de Monteros
AR.17.66119,Departamento de Molinos__Departamento de Molinos
AR.22.86112,Departamento de Mitre__Departamento de Mitre
AR.15.58077,Departamento de Minas__Departamento de Minas
AR.05.14070,Departamento de Minas__Departamento de Minas
AR.17.66112,Departamento de Metan__Departamento de Metán
AR.03.22098,Departamento de Mayor Luis J. Fontana__Departamento de Mayor Luis J. Fontana
AR.22.86098,Departamento de Juan F. Ibarra__Departamento de Juan F. Ibarra
AR.09.34028,Departamento de Matacos__Departamento de Matacos
AR.04.26063,Departamento de Martires__Departamento de Mártires
AR.05.14063,Departamento de Marcos Juarez__Departamento de Marcos Juárez
AR.11.42105,Departamento de Maraco__Departamento de Maracó
AR.13.50077,Departamento de Malarguee__Departamento de Malargüe
AR.03.22091,Departamento de Maipu__Departamento de Maipú
AR.13.50070,Departamento de Maipu__Departamento de Maipú
AR.20.78042,Departamento de Magallanes__Departamento de Magallanes
AR.13.50063,Departamento de Lujan__Departamento de Luján
AR.15.58070,Departamento de Los Lagos__Departamento de Los Lagos
AR.17.66105,Departamento de Los Andes__Departamento de Los Andes
AR.22.86105,Departamento de Loreto__Departamento de Loreto
AR.15.58063,Departamento de Loncopue__Departamento de Loncopué
AR.01.06469,Partido de Lincoln__Partido de Lincoln
AR.11.42091,Departamento de Limay Mahuida__Departamento de Limay Mahuida
AR.11.42084,Departamento de Lihuel-Calel__Departamento de Lihuel-Calel
AR.11.42098,Departamento de Loventue__Departamento de Loventué
AR.10.38035,Departamento de Ledesma__Departamento de Ledesma
AR.01.06462,Partido de Leandro N. Alem__Partido de Leandro N. Alem
AR.24.90056,Departamento de Leales__Departamento de Leales
AR.17.66098,Departamento de La Vina__Departamento de La Viña
AR.13.50056,Departamento de Lavalle__Departamento de Lavalle
AR.13.50049,Departamento de Las Heras__Departamento de Las Heras
AR.21.82070,Las Colonias Department__Las Colonias Department
AR.01.06448,Partido de Laprida__Partido de Laprida
AR.17.66091,Departamento de La Poma__Departamento de La Poma
AR.13.50042,Departamento de La Paz__Departamento de La Paz
AR.02.10070,Departamento de La Paz__Departamento de La Paz
AR.04.26056,Departamento de Languineo__Departamento de Languiñeo
AR.20.78035,Departamento de Lago Buenos Aires__Departamento de Lago Buenos Aires
AR.20.78028,Departamento de Lago Argentino__Departamento de Lago Argentino
AR.15.58056,Departamento de Lacar__Departamento de Lácar
AR.21.82063,Departamento de La Capital__Departamento de La Capital
AR.01.06413,Partido de Junin__Partido de Junín
AR.13.50035,Departamento de Junin__Departamento de Junín
AR.19.74049,Departamento de Junin__Departamento de Junín
AR.05.14056,Departamento de Juarez Celman__Departamento de Juárez Celman
AR.22.86091,Departamento de Jimenez__Departamento de Jiménez
AR.18.70056,Departamento de Jachal__Departamento de Jáchal
AR.05.14049,Departamento de Ischilin__Departamento de Ischilín
